Reaction_Type,Metal,Support,Promoter,Preparation_Method,Metal_Loading_wt%,Temperature_C,Pressure_bar,GHSV_h-1,H2_CO_Ratio,Activity,Selectivity,Stability,TOF_s-1,Activation_Energy_kJ_mol
ethanol-to-jet,Mo,Graphene,Na2O,Impregnation,20.1,652.2,12.1,21221.0,1.51,0.5128,0.4238,0.4679,3.04,67.8
hydrogenation,Ce,SBA-15,SrO,Electrodeposition,9.26,290.3,41.6,28762.0,3.67,0.6047,0.6481,0.5743,1.51,75.6
syngas-to-ethanol,Fe,CeO2,Cs2O,Sputtering,1.75,154.8,46.0,29369.0,1.82,0.5205,0.4294,0.7259,5.46,145.9
ammonia-synthesis,Cu,Al2O3,None,ALD,1.83,290.1,82.1,33513.0,1.09,0.4255,0.443,0.7994,52.56,151.1
water-gas-shift,Zn,Graphene,Cs2O,Flame-spray,4.35,745.6,88.1,31339.0,2.54,0.5413,0.5902,0.5844,10.98,76.1
biomass-to-hmf,Au,HZSM-5,Li2O,ALD,6.92,752.8,75.4,40215.0,0.51,0.4748,0.5415,0.339,1.0,123.1
dry-reforming,Ce,SAPO-34,Li2O,Flame-spray,2.48,202.0,10.6,11391.0,0.52,0.4963,0.4207,0.6783,7.72,105.5
syngas-to-ethanol,Cu,MgO,CaO,ALD,10.6,232.4,89.0,25868.0,0.88,0.5946,0.6189,0.6907,18.94,81.6
biomass-to-hmf,Ru,HZSM-5,Rb2O,ALD,4.71,735.9,12.1,45737.0,3.98,0.3696,0.2907,0.6181,8.34,93.9
dehydrogenation,Ti,BEA,Li2O,Sputtering,1.2,306.1,72.1,21886.0,3.35,0.6374,0.5532,0.8447,14.02,66.8
methanol-synthesis,Mn,C,Cs2O,Electrodeposition,15.83,345.0,50.2,27513.0,3.0,0.5924,0.6904,0.652,11.84,74.5
water-gas-shift,In,CeO2,Cs2O,Ion-exchange,20.3,384.1,1.7,40136.0,2.41,0.6174,0.4895,0.6712,65.37,123.9
methanol-synthesis,Ru,CNT,Na2O,Sol-gel,19.98,408.2,31.5,44649.0,2.65,0.5075,0.4192,0.5782,6.34,135.8
biomass-to-hmf,Ru,SiO2,SrO,Electrodeposition,6.87,530.3,70.5,27350.0,2.98,0.5841,0.5666,0.4544,28.36,158.0
ethanol-to-jet,Mn,ZrO2,K2O,ALD,7.19,811.0,30.2,17617.0,3.94,0.466,0.3589,0.6435,7.45,116.0
co2-reduction,Ti,MgO,Rb2O,Electrodeposition,11.38,206.5,7.3,42010.0,3.07,0.5818,0.664,0.6059,5.4,173.1
biomass-to-hmf,Ru,CNT,Li2O,Flame-spray,9.79,220.0,47.2,40963.0,1.87,0.566,0.6331,0.8022,2.41,138.5
dehydrogenation,Ru,CNT,La2O3,Sol-gel,6.27,594.7,15.0,21686.0,2.27,0.6159,0.4751,0.5631,15.93,62.7
co2-reduction,Rh,Graphene,K2O,Co-precipitation,23.96,646.5,51.4,42576.0,1.0,0.5778,0.4862,0.7101,0.31,51.2
water-gas-shift,Au,MgO,La2O3,ALD,8.01,523.6,46.1,33905.0,2.21,0.6506,0.676,0.5767,6.14,93.5
dehydrogenation,Sn,ZrO2,BaO,Impregnation,1.69,735.1,60.8,41973.0,3.38,0.412,0.4476,0.6938,14.08,114.1
ammonia-synthesis,In,CNT,BaO,ALD,3.32,880.8,53.4,14653.0,2.6,0.3323,0.4403,0.509,1.41,59.6
water-gas-shift,Au,MOF-5,Na2O,Impregnation,13.03,875.3,37.7,13320.0,0.91,0.5091,0.3979,0.43,2.74,45.6
ammonia-synthesis,Fe,TiO2,None,Electrodeposition,24.32,280.2,57.6,4574.0,2.33,0.424,0.4348,0.7463,6.72,78.4
methanol-synthesis,Sn,SBA-15,CaO,Sol-gel,5.59,774.9,53.3,3440.0,2.18,0.4369,0.4427,0.615,14.61,62.1
water-gas-shift,Ti,CeO2,La2O3,Ion-exchange,17.37,559.1,31.8,34852.0,2.39,0.5359,0.6514,0.8392,10.19,87.4
ethanol-to-jet,In,MCM-41,Rb2O,ALD,8.89,817.2,25.5,14178.0,3.88,0.4673,0.4173,0.8746,0.54,60.6
co2-reduction,Fe,BEA,None,Sputtering,5.69,392.0,9.2,5737.0,0.54,0.6225,0.6754,0.5716,9.57,125.2
ammonia-synthesis,Fe,TiO2,Cs2O,Sol-gel,14.76,713.9,93.2,12659.0,3.08,0.716,0.7686,0.5338,10.2,139.6
dehydrogenation,Pd,Graphene,CaO,Deposition-precipitation,16.34,237.8,20.1,29550.0,2.54,0.5499,0.4152,0.728,23.62,30.0
dry-reforming,Cu,MCM-41,Cs2O,Co-precipitation,3.83,172.8,3.2,43692.0,2.41,0.5152,0.6215,0.7256,34.45,114.1
co2-reduction,In,Al2O3,SrO,Deposition-precipitation,3.4,250.0,99.1,43306.0,3.27,0.9169,0.8774,0.57,17.34,56.6
co2-reduction,Zn,MgO,SrO,Co-precipitation,14.69,501.7,17.6,21276.0,0.53,0.6551,0.7473,0.7601,14.21,121.3
hydrogenation,Fe,MgO,Na2O,Deposition-precipitation,18.7,135.5,87.8,42856.0,3.91,0.4994,0.5255,0.696,23.71,177.7
biomass-to-hmf,Cr,CNT,Rb2O,Sol-gel,12.23,190.9,31.9,31812.0,0.69,0.5357,0.5955,0.7469,3.84,128.9
ammonia-synthesis,Pd,CNT,SrO,Electrodeposition,8.08,332.1,85.3,9606.0,3.9,0.7927,0.7193,0.6701,13.75,31.5
water-gas-shift,Ni,MCM-41,CaO,Deposition-precipitation,8.91,571.8,52.9,36769.0,1.48,0.7506,0.6641,0.7934,10.14,143.1
dehydrogenation,Rh,CeO2,La2O3,Co-precipitation,13.58,162.6,26.2,48419.0,1.63,0.6367,0.6628,0.7002,11.39,33.9
hydrogenation,Co,CeO2,BaO,Flame-spray,5.04,721.7,30.2,7353.0,2.07,0.3706,0.3691,0.6064,5.68,95.1
ethanol-to-jet,Mn,MCM-41,Na2O,Impregnation,21.34,514.1,14.2,3795.0,3.27,0.4996,0.6114,0.6167,5.62,135.0
dehydrogenation,Ce,SiO2,Cs2O,Ion-exchange,17.41,675.3,87.6,30397.0,2.93,0.5395,0.5922,0.5301,12.33,59.8
dry-reforming,Ru,MgO,Cs2O,Hydrothermal,13.25,430.9,82.0,35595.0,1.07,0.6641,0.7902,0.915,36.29,78.8
biomass-to-hmf,Cr,MOF-5,BaO,Flame-spray,13.5,273.2,93.4,34766.0,1.51,0.6211,0.6159,0.68,5.96,41.1
dehydrogenation,Rh,Graphene,Na2O,Co-precipitation,0.51,371.2,10.8,36851.0,3.29,0.5957,0.6376,0.94,22.38,144.9
dry-reforming,V,TiO2,La2O3,Deposition-precipitation,3.21,447.9,63.2,4173.0,1.03,0.5412,0.4654,0.5951,2.98,130.9
methanol-synthesis,Ni,C,BaO,Hydrothermal,10.99,250.3,23.6,30359.0,0.98,0.5555,0.568,0.8874,0.32,55.9
water-gas-shift,Fe,C,K2O,ALD,3.39,183.4,6.6,48610.0,2.74,0.5858,0.571,0.7391,11.37,133.2
dehydrogenation,Co,C,None,Electrodeposition,15.55,699.7,64.3,35180.0,2.99,0.5005,0.5503,0.4717,54.17,144.5
ethanol-to-jet,Pd,SBA-15,Rb2O,ALD,14.88,471.2,60.8,48346.0,1.91,0.6826,0.7054,0.6725,1.54,37.4
dry-reforming,Zn,MOF-5,Li2O,Deposition-precipitation,17.61,610.8,37.7,7378.0,1.51,0.4979,0.3796,0.4965,6.12,87.9
dry-reforming,Ru,MOF-5,La2O3,Ion-exchange,5.47,309.1,46.3,5659.0,3.4,0.6553,0.7341,0.5702,5.75,100.7
ethanol-to-jet,Ag,ZrO2,Na2O,Ion-exchange,22.52,501.1,96.6,45668.0,1.59,0.4873,0.5048,0.6655,34.81,60.8
water-gas-shift,Mo,ZrO2,None,ALD,4.44,156.3,44.7,30016.0,2.5,0.4427,0.3841,0.589,2.7,74.9
co2-reduction,Mo,MgO,None,Sol-gel,14.04,100.4,31.1,48164.0,0.57,0.5417,0.4981,0.6546,17.29,90.5
syngas-to-ethanol,Cr,MOF-5,K2O,Electrodeposition,11.67,150.4,90.0,40028.0,2.89,0.5618,0.6876,0.5896,2.52,68.5
dry-reforming,Co,BEA,SrO,Co-precipitation,10.94,437.0,95.4,31022.0,2.22,0.764,0.9205,0.4474,0.8,64.3
dry-reforming,Mn,CeO2,SrO,Sol-gel,17.49,569.1,14.2,33415.0,0.73,0.6153,0.7195,0.7577,11.51,89.0
syngas-to-ethanol,Ce,MCM-41,Cs2O,Sputtering,4.49,735.7,55.8,39740.0,3.36,0.4656,0.4458,0.5418,20.61,34.6
syngas-to-ethanol,Pd,HZSM-5,SrO,Sputtering,14.27,123.5,66.0,4955.0,1.38,0.4934,0.4573,0.68,7.18,174.2
biomass-to-hmf,Zn,MgO,None,Flame-spray,2.65,746.3,27.9,2482.0,1.92,0.4169,0.4597,0.7632,3.22,33.9
biomass-to-hmf,V,Al2O3,La2O3,Hydrothermal,16.81,404.7,35.5,42211.0,2.9,0.7769,0.8011,0.6602,56.4,167.3
dehydrogenation,Mn,HZSM-5,SrO,Electrodeposition,14.66,224.9,65.1,44811.0,1.14,0.7617,0.7014,0.6662,50.52,54.6
ammonia-synthesis,Cr,TiO2,K2O,Sol-gel,8.22,102.8,73.4,46502.0,0.66,0.6312,0.6248,0.9321,25.59,54.1
biomass-to-hmf,Co,C,BaO,Flame-spray,4.1,502.5,6.3,11458.0,3.66,0.4878,0.5432,0.6807,3.05,51.3
syngas-to-ethanol,Cr,HZSM-5,None,Ion-exchange,10.41,107.5,35.2,25409.0,2.58,0.5523,0.6315,0.4211,1.51,92.7
ammonia-synthesis,Zn,SBA-15,Li2O,Impregnation,7.33,286.3,63.2,41212.0,1.24,0.6071,0.5045,0.4749,9.9,73.8
water-gas-shift,V,Graphene,CaO,Deposition-precipitation,12.93,734.6,47.1,28993.0,2.25,0.3921,0.4579,0.6998,13.69,68.8
biomass-to-hmf,Cr,Graphene,Li2O,Sputtering,19.32,678.2,23.1,43069.0,1.59,0.5285,0.5743,0.7284,4.31,39.5
co2-reduction,Rh,C,Rb2O,ALD,11.5,312.6,36.7,20051.0,2.04,0.7486,0.8182,0.5838,9.46,101.6
methanol-synthesis,In,Al2O3,K2O,Co-precipitation,2.75,196.1,85.3,3598.0,3.76,0.4881,0.3903,0.8624,9.9,147.1
ethanol-to-jet,Cr,C,Rb2O,Flame-spray,18.46,450.3,72.3,22281.0,3.49,0.602,0.5981,0.6964,1.6,124.3
dry-reforming,Au,CNT,Li2O,Impregnation,23.48,351.3,60.3,38338.0,1.19,0.6514,0.5856,0.6471,4.88,118.3
water-gas-shift,Mo,MgO,None,Electrodeposition,13.74,701.4,43.9,27922.0,1.12,0.4289,0.4967,0.6264,6.13,33.8
syngas-to-ethanol,Mn,MCM-41,Rb2O,Hydrothermal,7.83,632.7,62.3,21003.0,2.06,0.6468,0.7041,0.4089,15.56,112.9
methanol-synthesis,Fe,MCM-41,None,Sputtering,10.44,799.1,7.3,13918.0,0.96,0.438,0.4965,0.7242,10.61,49.6
water-gas-shift,In,ZrO2,Cs2O,Co-precipitation,2.42,214.3,43.9,13368.0,3.83,0.5657,0.5618,0.6447,3.7,73.0
co2-reduction,V,HZSM-5,CaO,Sol-gel,18.8,804.2,72.6,34600.0,1.36,0.293,0.3745,0.567,2.72,81.6
syngas-to-ethanol,Ag,ZrO2,None,Sol-gel,15.13,420.4,37.4,5479.0,2.01,0.5134,0.5004,0.7476,9.02,63.9
syngas-to-ethanol,Mn,CNT,La2O3,Co-precipitation,20.22,708.7,57.2,26648.0,1.62,0.3162,0.4165,0.6162,1.17,115.3
ethanol-to-jet,Ag,MCM-41,BaO,Ion-exchange,13.04,427.9,34.0,42122.0,1.12,0.727,0.8714,0.5287,0.85,151.3
dry-reforming,V,CNT,BaO,Deposition-precipitation,12.51,675.7,48.5,16905.0,2.12,0.5624,0.7215,0.526,2.75,123.4
methanol-synthesis,Au,CeO2,Li2O,Impregnation,17.25,558.9,17.8,39552.0,3.9,0.4767,0.409,0.7604,15.34,169.4
syngas-to-ethanol,Sn,BEA,Cs2O,Flame-spray,16.02,483.2,69.6,39361.0,2.14,0.6218,0.6664,0.4719,6.04,151.1
methanol-synthesis,Cr,BEA,CaO,Electrodeposition,14.12,642.6,83.9,17257.0,1.81,0.6632,0.6893,0.7937,18.18,83.4
hydrogenation,Ce,Graphene,BaO,Deposition-precipitation,1.94,727.0,91.5,31102.0,3.37,0.3528,0.3512,0.6372,32.42,45.7
biomass-to-hmf,Mo,MOF-5,Li2O,Flame-spray,16.17,513.0,29.9,41679.0,3.34,0.5434,0.5496,0.6683,12.12,104.1
co2-reduction,Fe,SAPO-34,Cs2O,Ion-exchange,8.14,815.4,21.2,24144.0,1.57,0.5291,0.4852,0.7425,13.75,125.1
water-gas-shift,Fe,TiO2,Cs2O,Electrodeposition,16.13,872.0,15.5,38255.0,1.23,0.5783,0.5996,0.5055,9.69,114.6
hydrogenation,In,Al2O3,SrO,Deposition-precipitation,17.41,583.6,28.3,5970.0,1.88,0.5232,0.6025,0.7772,10.53,138.5
methanol-synthesis,Mo,MgO,Rb2O,Ion-exchange,3.12,152.6,5.0,2480.0,1.96,0.534,0.5829,0.7555,34.84,134.2
water-gas-shift,Cr,TiO2,Na2O,Impregnation,13.0,346.3,7.3,1433.0,3.68,0.6337,0.6645,0.7667,15.28,104.2
co2-reduction,Pd,SAPO-34,CaO,Flame-spray,8.85,518.8,51.8,34327.0,2.69,0.6231,0.6258,0.7186,3.02,150.1
methanol-synthesis,Sn,ZrO2,CaO,Flame-spray,20.97,328.1,16.6,2020.0,3.56,0.5887,0.6351,0.7268,25.34,87.7
co2-reduction,Au,Al2O3,Li2O,Impregnation,11.56,817.9,68.8,28664.0,3.15,0.3736,0.3688,0.5926,1.62,78.4
co2-reduction,Au,C,Rb2O,Sputtering,0.75,436.2,81.1,17312.0,2.5,0.5917,0.559,0.6956,37.38,107.6
methanol-synthesis,Rh,SiO2,None,ALD,18.73,408.9,23.2,5586.0,1.46,0.5113,0.5768,0.7577,20.88,51.4
dehydrogenation,V,ZrO2,La2O3,Deposition-precipitation,21.87,593.7,91.6,43853.0,1.95,0.6319,0.5393,0.659,31.09,175.0
hydrogenation,Zn,CNT,La2O3,Sputtering,2.76,880.5,33.6,43368.0,3.59,0.4293,0.4207,0.5964,11.07,146.7
biomass-to-hmf,V,MOF-5,Cs2O,Deposition-precipitation,20.46,297.3,26.4,8834.0,2.07,0.5737,0.5767,0.689,7.33,46.2
ethanol-to-jet,In,Graphene,None,Co-precipitation,1.85,478.1,12.2,11726.0,3.89,0.4911,0.401,0.7667,4.94,59.6
water-gas-shift,Mo,C,Li2O,Co-precipitation,2.29,849.1,23.3,33380.0,3.69,0.3812,0.2584,0.6097,4.22,114.1
ethanol-to-jet,Ag,ZrO2,CaO,Flame-spray,24.25,286.9,40.5,7960.0,1.8,0.5156,0.4869,0.753,5.0,53.0
dehydrogenation,Mn,TiO2,K2O,Deposition-precipitation,22.54,787.2,61.9,7925.0,0.71,0.3904,0.4714,0.681,18.84,82.8
methanol-synthesis,Mn,BEA,CaO,Flame-spray,3.3,829.1,13.6,18204.0,1.8,0.4488,0.5009,0.6091,12.78,38.7
dehydrogenation,Pt,HZSM-5,CaO,Sol-gel,18.91,503.0,69.0,47269.0,2.34,0.4753,0.5098,0.3519,17.91,166.3
ethanol-to-jet,Rh,CeO2,Na2O,Co-precipitation,8.01,490.0,41.5,38199.0,2.51,0.65,0.5446,0.6511,1.53,79.2
ammonia-synthesis,Pt,ZrO2,Na2O,Sol-gel,9.63,775.3,65.6,17710.0,0.54,0.4352,0.4132,0.7364,13.54,103.3
ethanol-to-jet,V,MCM-41,K2O,Co-precipitation,11.86,415.1,79.4,22224.0,3.11,0.5505,0.4844,0.6307,27.25,128.5
methanol-synthesis,Sn,SAPO-34,Na2O,Sputtering,22.93,482.8,55.3,44479.0,1.13,0.6981,0.6747,0.4077,2.04,178.8
hydrogenation,Sn,TiO2,BaO,Impregnation,1.05,556.0,21.8,10273.0,3.88,0.5225,0.5784,0.6777,20.55,152.4
ethanol-to-jet,Au,BEA,SrO,Ion-exchange,9.5,380.7,8.6,2522.0,0.74,0.705,0.7365,0.7799,0.7,136.0
dehydrogenation,Rh,ZrO2,BaO,ALD,4.79,226.6,55.9,47870.0,0.83,0.5462,0.5563,0.7396,11.52,140.8
dry-reforming,Rh,C,K2O,Electrodeposition,8.91,341.8,44.5,4670.0,3.17,0.6667,0.6311,0.6058,23.47,112.4
methanol-synthesis,Cu,ZrO2,None,Sputtering,0.8,632.1,20.9,25431.0,3.66,0.8109,0.948,0.5711,38.48,154.1
ammonia-synthesis,W,C,La2O3,ALD,17.45,615.5,46.2,24762.0,2.67,0.5271,0.5715,0.6499,2.26,176.3
syngas-to-ethanol,Mn,C,CaO,Co-precipitation,3.2,499.9,69.9,6671.0,2.97,0.6781,0.7084,0.7196,1.22,86.4
methanol-synthesis,Sn,MOF-5,Li2O,Co-precipitation,24.23,873.2,46.5,28540.0,1.0,0.3767,0.3176,0.4736,15.96,110.0
hydrogenation,Ag,C,Na2O,ALD,12.5,340.7,59.5,19393.0,3.61,0.6999,0.7288,0.8898,2.16,53.7
ammonia-synthesis,Ce,SiO2,Cs2O,Flame-spray,12.07,827.6,52.5,27007.0,0.9,0.4396,0.4532,0.6156,21.92,43.2
water-gas-shift,Ag,MgO,La2O3,Co-precipitation,5.74,594.4,99.9,10937.0,0.85,0.5892,0.4959,0.5523,1.49,147.9
dry-reforming,Au,TiO2,CaO,Hydrothermal,9.82,266.7,26.4,35614.0,2.5,0.6549,0.7064,0.6088,15.57,67.5
syngas-to-ethanol,Ru,SiO2,CaO,Electrodeposition,1.49,407.9,70.2,46997.0,2.25,0.664,0.6101,0.6187,2.77,161.0
dry-reforming,Fe,SiO2,BaO,Co-precipitation,15.23,495.1,18.1,29975.0,0.5,0.5468,0.6648,0.5539,13.63,67.4
syngas-to-ethanol,Cr,ZrO2,Cs2O,ALD,1.05,480.4,40.7,1275.0,2.41,0.6635,0.6549,0.6598,11.27,134.4
co2-reduction,Pd,MgO,None,ALD,2.59,564.3,69.2,44623.0,3.81,0.4509,0.4405,0.8453,15.21,46.2
water-gas-shift,Mo,Graphene,CaO,Flame-spray,22.14,883.0,57.5,17344.0,1.25,0.3044,0.3457,0.4854,1.5,114.1
dehydrogenation,W,CNT,La2O3,Electrodeposition,20.11,606.5,14.3,23446.0,1.97,0.5502,0.5227,0.7161,42.89,152.5
co2-reduction,Mn,BEA,Rb2O,Flame-spray,4.71,669.1,73.4,41788.0,1.85,0.4643,0.5072,0.4641,29.81,33.1
dry-reforming,Ni,MCM-41,Rb2O,Sol-gel,9.06,466.5,68.1,30913.0,2.11,0.6427,0.6894,0.7395,17.77,73.0
water-gas-shift,Au,MCM-41,Rb2O,Sputtering,14.33,701.0,25.6,44699.0,2.78,0.3876,0.3905,0.8418,13.29,60.2
biomass-to-hmf,W,SiO2,Li2O,Sputtering,18.4,233.5,20.1,30005.0,2.62,0.5157,0.5704,0.6556,21.24,44.0
biomass-to-hmf,Sn,HZSM-5,BaO,Hydrothermal,21.56,493.5,9.2,47686.0,1.02,0.6349,0.6774,0.7835,60.63,86.6
dehydrogenation,In,MgO,Cs2O,Flame-spray,4.92,806.7,7.2,31816.0,3.45,0.3912,0.3662,0.5511,0.55,83.2
dehydrogenation,Cr,MCM-41,None,Hydrothermal,12.57,720.7,92.6,37196.0,0.7,0.4934,0.4633,0.4914,4.14,128.6
syngas-to-ethanol,Co,SAPO-34,None,Sol-gel,9.88,659.7,20.7,47474.0,2.19,0.5266,0.5161,0.6475,3.08,175.1
hydrogenation,Pd,SBA-15,Na2O,Sol-gel,4.9,714.6,57.0,48423.0,3.56,0.7837,0.8909,0.7261,3.73,130.1
hydrogenation,Rh,Graphene,None,Impregnation,20.27,753.2,15.6,25203.0,3.38,0.5701,0.5996,0.5924,6.36,95.2
hydrogenation,In,BEA,CaO,ALD,23.28,202.6,94.1,20477.0,1.25,0.3984,0.444,0.7224,4.26,176.5
ammonia-synthesis,Ag,BEA,Rb2O,Impregnation,21.3,384.1,55.6,17801.0,0.52,0.6985,0.7136,0.3989,29.35,167.7
dry-reforming,Mn,BEA,CaO,Deposition-precipitation,3.28,598.5,99.1,39131.0,2.93,0.6047,0.6025,0.8096,3.09,55.4
syngas-to-ethanol,Fe,MOF-5,BaO,ALD,13.54,460.0,45.3,48251.0,3.99,0.6953,0.5839,0.5062,11.11,123.3
ethanol-to-jet,Mn,BEA,La2O3,Co-precipitation,5.76,891.2,94.1,4683.0,3.42,0.4124,0.2941,0.5685,24.1,177.6
methanol-synthesis,Sn,ZrO2,BaO,Co-precipitation,23.89,811.0,60.7,10490.0,2.12,0.4082,0.3723,0.4482,12.86,83.6
ammonia-synthesis,Ce,MOF-5,None,Impregnation,13.49,568.2,26.5,4376.0,2.23,0.4729,0.5936,0.894,1.57,170.8
dehydrogenation,Zn,MOF-5,SrO,Hydrothermal,23.76,834.2,67.5,48311.0,0.92,0.4384,0.4036,0.5701,7.8,43.3
dry-reforming,Cr,CeO2,BaO,Electrodeposition,15.26,541.9,37.2,13803.0,2.01,0.5016,0.4807,0.782,25.86,57.0
ammonia-synthesis,Fe,SAPO-34,Li2O,Sputtering,24.5,772.6,90.5,42753.0,3.73,0.4133,0.4054,0.5025,1.76,63.2
ethanol-to-jet,W,SAPO-34,Na2O,Sputtering,5.94,476.8,27.5,6828.0,3.46,0.673,0.7743,0.8737,3.73,157.9
ammonia-synthesis,Pt,MCM-41,CaO,Deposition-precipitation,5.6,849.8,90.6,41898.0,1.06,0.4081,0.3389,0.3685,18.14,81.4
syngas-to-ethanol,Ti,HZSM-5,Na2O,Impregnation,7.06,367.6,2.2,23235.0,2.51,0.7278,0.7747,0.8136,0.31,111.3
dehydrogenation,Ru,HZSM-5,Na2O,Sputtering,24.47,454.0,32.3,18470.0,2.7,0.6432,0.5115,0.7275,17.91,146.1
hydrogenation,Mn,CNT,SrO,ALD,20.73,735.8,5.0,9309.0,1.52,0.3535,0.3191,0.4593,8.25,63.6
dry-reforming,Ni,C,Rb2O,Impregnation,2.62,373.8,9.3,36305.0,3.68,0.6573,0.6871,0.6741,35.25,47.8
methanol-synthesis,W,Al2O3,Rb2O,Impregnation,5.41,505.9,13.3,37010.0,3.92,0.5357,0.5514,0.522,14.78,102.9
hydrogenation,Co,HZSM-5,Rb2O,Ion-exchange,22.87,531.9,26.0,8100.0,0.88,0.4203,0.3843,0.8085,11.06,62.1
methanol-synthesis,Ni,CNT,Rb2O,Ion-exchange,23.8,375.7,68.2,31808.0,1.14,0.7443,0.6219,0.7943,5.27,139.9
dry-reforming,Rh,MOF-5,Na2O,Ion-exchange,2.61,745.8,61.1,11187.0,1.69,0.3106,0.2649,0.7097,1.89,138.1
co2-reduction,Fe,C,La2O3,Flame-spray,3.27,784.2,15.1,16095.0,2.43,0.4875,0.5393,0.7214,1.66,60.2
dry-reforming,Ti,ZrO2,Rb2O,Deposition-precipitation,3.24,709.6,46.1,4239.0,1.47,0.4022,0.3374,0.7606,6.86,158.8
dry-reforming,V,ZrO2,BaO,Electrodeposition,4.83,669.1,11.3,37115.0,3.47,0.5146,0.5427,0.6899,4.46,67.2
dehydrogenation,Sn,MCM-41,None,ALD,7.27,813.5,60.1,43595.0,1.83,0.3921,0.3399,0.6134,10.12,121.6
ethanol-to-jet,In,C,Cs2O,Impregnation,14.36,760.7,42.9,8513.0,1.44,0.4631,0.4413,0.6112,6.83,116.1
ammonia-synthesis,Ce,SAPO-34,Na2O,Co-precipitation,17.91,310.0,3.6,37159.0,3.95,0.6063,0.5848,0.7607,82.15,140.5
hydrogenation,W,MOF-5,CaO,Impregnation,0.66,266.6,9.0,21908.0,2.23,0.6025,0.6366,0.5598,24.99,175.7
methanol-synthesis,Cu,MgO,Cs2O,Sputtering,9.27,316.7,43.4,10158.0,3.86,0.6393,0.6527,0.4682,62.69,40.1
co2-reduction,Ce,MCM-41,None,Ion-exchange,3.94,178.6,71.7,46961.0,0.57,0.4278,0.4675,0.6837,23.41,165.5
syngas-to-ethanol,Cr,CNT,BaO,Flame-spray,2.69,655.6,98.5,11747.0,2.11,0.5695,0.5019,0.5411,29.57,131.0
ethanol-to-jet,V,SiO2,None,Ion-exchange,21.65,667.2,95.3,24487.0,2.1,0.4838,0.4008,0.4438,4.74,130.7
dry-reforming,V,MOF-5,CaO,Impregnation,9.59,143.8,90.2,19241.0,1.22,0.5721,0.4739,0.4719,35.48,166.4
biomass-to-hmf,Ru,Graphene,BaO,ALD,19.34,636.7,28.6,37773.0,1.55,0.4504,0.509,0.5932,2.21,172.2
syngas-to-ethanol,V,MOF-5,Rb2O,Impregnation,11.75,743.5,7.7,31947.0,2.67,0.4791,0.5282,0.6122,2.59,79.5
ammonia-synthesis,Ag,CNT,K2O,Electrodeposition,19.74,551.4,73.5,18772.0,0.85,0.5542,0.5462,0.5744,15.16,52.0
co2-reduction,Fe,BEA,CaO,Flame-spray,24.14,372.5,8.4,5670.0,1.94,0.6409,0.5159,0.7493,17.48,126.1
syngas-to-ethanol,Cu,SBA-15,CaO,Hydrothermal,10.07,251.8,28.4,7203.0,3.26,0.6295,0.5523,0.7197,3.59,87.3
hydrogenation,Ti,ZrO2,K2O,ALD,14.56,603.8,82.3,43845.0,1.74,0.5857,0.579,0.8021,15.18,32.0
water-gas-shift,Ni,Graphene,BaO,Sol-gel,0.93,584.7,99.7,40655.0,0.78,0.6044,0.5886,0.99,8.23,81.0
biomass-to-hmf,Mn,HZSM-5,SrO,Sol-gel,6.28,350.1,88.3,9833.0,2.9,0.6693,0.7011,0.5884,102.76,57.0
water-gas-shift,Rh,Al2O3,K2O,Ion-exchange,22.87,542.5,57.2,37191.0,1.42,0.437,0.4411,0.7869,5.02,116.2
ethanol-to-jet,Cr,Al2O3,K2O,ALD,8.01,828.0,85.4,35553.0,1.83,0.4864,0.4275,0.6764,27.52,112.5
dehydrogenation,Ru,CNT,La2O3,Electrodeposition,24.15,266.9,3.5,10990.0,0.57,0.6215,0.5286,0.7614,3.91,144.0
ethanol-to-jet,W,SiO2,None,Impregnation,19.3,685.3,60.7,40590.0,3.12,0.5172,0.5671,0.7021,15.31,50.1
hydrogenation,Ce,MOF-5,Cs2O,Ion-exchange,19.25,657.6,82.7,16908.0,0.82,0.4501,0.4057,0.4358,4.25,82.1
dehydrogenation,W,SAPO-34,Rb2O,ALD,9.23,781.3,31.6,41012.0,1.52,0.467,0.5325,0.5437,0.41,146.5
dehydrogenation,Ni,CNT,None,Electrodeposition,3.61,837.1,28.2,28971.0,3.96,0.3806,0.3183,0.7262,1.89,116.9
ethanol-to-jet,Cr,Al2O3,K2O,Co-precipitation,2.99,870.5,28.5,37648.0,2.9,0.3922,0.334,0.6762,12.74,79.8
co2-reduction,Sn,C,La2O3,Deposition-precipitation,14.93,693.4,24.7,1910.0,0.54,0.5213,0.5954,0.6095,2.2,173.6
ammonia-synthesis,Au,CeO2,SrO,Sputtering,7.61,808.1,33.9,8264.0,1.63,0.3646,0.325,0.4558,2.99,94.1
co2-reduction,Ag,SBA-15,Li2O,Co-precipitation,4.99,677.4,12.7,30517.0,2.54,0.84,0.8875,0.6992,44.63,172.7
water-gas-shift,Ce,TiO2,Rb2O,Ion-exchange,24.8,438.7,21.5,29287.0,2.18,0.6161,0.5907,0.7823,7.41,152.9
water-gas-shift,Co,TiO2,K2O,Impregnation,15.43,153.7,15.5,38768.0,1.4,0.5582,0.6414,0.669,0.68,96.1
dehydrogenation,Ag,HZSM-5,Li2O,Ion-exchange,20.65,271.0,67.2,23240.0,1.84,0.3739,0.3535,0.6624,11.99,34.7
